brand,model,model_year,milage,fuel_type,engine,transmission,ext_col,int_col,accident,price,engine_liters,cylinders,turbo,horsepower
Chevrolet,Corvette ZR-1,2009,18000.0,Gasoline,638.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Gray,Black,None reported,78000.0,2.0,8.0,False,638
Honda,Prelude Type SH,2001,125000.0,Gasoline,200.0HP 2.2L 4 Cylinder Engine Gasoline Fuel,5-Speed M/T,Red,Black,None reported,18000.0,1.6,4.0,False,200
Lexus,NX 300 Base,2021,6449.0,Gasoline,2.0L I4 16V PDI DOHC Turbo,6-Speed Automatic,Silver,Black,At least 1 accident or damage reported,35999.0,4.0,-1.0,True,-1
Volkswagen,Golf GTI 2.0T SE 4-Door,2019,33000.0,Gasoline,228.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Black,None reported,27500.0,3.9,4.0,False,228
Nissan,Armada LE,2009,87130.0,Gasoline,317.0HP 5.6L 8 Cylinder Engine Gasoline Fuel,A/T,Brown,Black,None reported,20000.0,4.4,8.0,False,317
Lexus,SC 300 Base,1998,165000.0,Gasoline,225.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,A/T,Purple,Beige,None reported,8700.0,2.0,6.0,False,225
Toyota,Camry Solara SLE,2008,73000.0,Gasoline,210.0HP 3.3L V6 Cylinder Engine Gasoline Fuel,5-Speed A/T,Blue,Beige,At least 1 accident or damage reported,11500.0,6.7,6.0,False,210
Porsche,Macan S,2020,22354.0,Gasoline,3.0L V6 24V GDI DOHC Turbo,7-Speed Automatic with Auto-Shift,Black,Black,None reported,54900.0,3.6,6.0,True,-1
GMC,Terrain SLT,2019,60807.0,Gasoline,2.0L I4 16V GDI DOHC Turbo,9-Speed Automatic,Red Quartz Tintcoat,Medium Ash Gray,At least 1 accident or damage reported,25925.0,5.7,-1.0,True,-1
Jeep,Compass Latitude,2014,105000.0,Gasoline,158.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,10950.0,6.2,4.0,False,158
Audi,Q7 3.0T Prestige,2018,63400.0,Gasoline,333.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,29900.0,3.5,6.0,False,333
Ford,F-250 Platinum,2022,4500.0,Gasoline,430.0HP 7.3L 8 Cylinder Engine Gasoline Fuel,10-Speed A/T,Black,Black,None reported,86500.0,6.0,8.0,False,430
Jeep,Gladiator Overland,2020,8025.0,Gasoline,3.6L V6 24V MPFI DOHC,8-Speed Automatic,Firecracker Red Clearcoat,Black,None reported,42433.0,2.5,6.0,False,-1
Lincoln,Navigator L Reserve,2019,49131.0,Gasoline,3.5L V6 24V PDI DOHC Twin Turbo,10-Speed Automatic,Tan,–,None reported,55460.0,2.0,6.0,True,-1
Mercedes-Benz,CLS-Class CLS 400 4MATIC,2016,62285.0,Gasoline,329.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Black,At least 1 accident or damage reported,29950.0,5.7,6.0,False,329
Lexus,RX 350 Base,2021,5040.0,Gasoline,295.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Beige,Beige,At least 1 accident or damage reported,48900.0,5.0,6.0,False,295
RAM,1500 Laramie,2022,12940.0,Gasoline,5.7L V8 16V MPFI OHV,8-Speed Automatic,Bright White Clearcoat,Black,At least 1 accident or damage reported,46999.0,5.7,8.0,False,-1
Mitsubishi,Outlander Sport ES,2015,98385.0,Gasoline,166.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,CVT Transmission,Silver,Black,At least 1 accident or damage reported,10500.0,2.0,4.0,False,166
Hyundai,Sonata SE,2013,43903.0,Gasoline,200.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,A/T,Red,Black,At least 1 accident or damage reported,12500.0,5.5,4.0,False,200
Ford,Mustang EcoBoost Premium,2017,41650.0,Gasoline,310.0HP 2.3L 4 Cylinder Engine Gasoline Fuel,A/T,Blue,Black,None reported,23600.0,2.3,4.0,False,310
BMW,X5 PHEV xDrive45e,2022,31850.0,Plug-In Hybrid,389.0HP 3.0L Straight 6 Cylinder Engine Plug-In Electric/Gas,Transmission w/Dual Shift Mode,White,Black,None reported,60500.0,3.8,6.0,False,389
Hyundai,Sonata Hybrid Limited,2013,96419.0,Hybrid,199.0HP 2.4L 4 Cylinder Engine Gas/Electric Hybrid,6-Speed A/T,Black,Gray,At least 1 accident or damage reported,14999.0,5.3,4.0,False,199
Honda,Odyssey EX-L,2007,170000.0,Gasoline,244.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Beige,None reported,7700.0,3.6,6.0,False,244
Chevrolet,Colorado LT Crew Cab,2009,139000.0,Gasoline,300.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,14500.0,4.0,8.0,False,300
Buick,Enclave Premium,2016,134655.0,Gasoline,3.6L V6 24V GDI DOHC,6-Speed Automatic,Ebony Twilight Metallic,Ebony,None reported,18051.0,2.0,6.0,False,-1
BMW,M235 i,2015,81000.0,Gasoline,320.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,White,Red,None reported,27890.0,2.9,6.0,False,320
McLaren,720S Performance,2020,9989.0,Gasoline,710.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Black,None reported,324995.0,3.5,8.0,False,710
Kia,Telluride SX,2022,46347.0,Gasoline,3.8L V6 24V GDI DOHC,8-Speed Automatic,Glacial White Pearl,Black,None reported,46120.0,2.0,6.0,False,-1
Chevrolet,Corvette Base,2007,4048.0,Gasoline,400.0HP 6.0L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Yellow,Gray,None reported,38000.0,6.2,8.0,False,400
Mercedes-Benz,S-Class S 63 AMG,2015,79876.0,Gasoline,577.0HP 5.5L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,White,None reported,45750.0,3.0,8.0,False,577
Toyota,Mirai Limited,2021,44000.0,not supported,182.0HP Electric Motor Hydrogen Fuel,A/T,Gray,Black,None reported,18500.0,6.7,-1.0,False,182
Alfa,Romeo Giulia Ti,2017,56910.0,Gasoline,280.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Blue,Black,None reported,23000.0,3.0,4.0,False,280
Land,Rover Range Rover Sport HSE,2019,65019.0,Gasoline,340.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Beige,None reported,40500.0,4.0,6.0,False,340
Nissan,370Z Touring,2009,133409.0,Gasoline,332.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Silver,Gray,At least 1 accident or damage reported,14999.0,5.7,6.0,False,332
BMW,330 i xDrive,2018,74381.0,Gasoline,248.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Brown,At least 1 accident or damage reported,22995.0,3.0,4.0,False,248
Porsche,Macan,2023,2925.0,Gasoline,2.0L I4 16V GDI DOHC Turbo,7-Speed Automatic with Auto-Shift,Carrara White Metallic,Black,None reported,73300.0,3.6,-1.0,True,-1
BMW,128 i,2013,67874.0,Gasoline,230.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Gray,Black,None reported,18000.0,4.6,6.0,False,230
Mercedes-Benz,AMG GLE 63 S Coupe 4MATIC,2018,71500.0,Gasoline,577.0HP 5.5L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,White,White,None reported,61000.0,1.6,8.0,False,577
Jeep,Wrangler Sport,2014,71000.0,Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,5-Speed A/T,Gray,Black,None reported,22000.0,3.5,6.0,False,285
Ford,F-150 Raptor,2018,64517.0,Gasoline,450.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,Black,Black,None reported,47995.0,2.4,6.0,False,450
Dodge,Sprinter 2500 High Roof,2004,55000.0,Diesel,154.0HP 2.7L 5 Cylinder Engine Diesel Fuel,A/T,White,Gray,None reported,24000.0,5.3,5.0,False,154
BMW,M550 i xDrive,2019,7580.0,Gasoline,456.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,None reported,51500.0,5.5,8.0,False,456
Hyundai,Sonata GLS,2010,135000.0,Gasoline,168.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Blue,Gray,None reported,3999.0,5.2,4.0,False,168
Honda,Accord EX-L,2019,62200.0,Gasoline,192.0HP 1.5L 4 Cylinder Engine Gasoline Fuel,A/T,White,Black,At least 1 accident or damage reported,21500.0,3.0,4.0,False,192
Cadillac,CTS 3.6L Premium,2014,69001.0,Gasoline,321.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Red,Black,None reported,19500.0,3.0,6.0,False,321
Toyota,4Runner Venture Special Edition,2021,28567.0,Gasoline,"4L V-6 DOHC, VVT-i variable valve control, regular unleaded, eng",Automatic,–,Black/Graphite,None reported,44775.0,5.4,-1.0,False,-1
Jaguar,XJ8 L,2006,78049.0,Gasoline,300.0HP 4.2L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Beige,None reported,13980.0,2.5,8.0,False,300
Ford,F-150 Lariat,2021,36821.0,Gasoline,3.5L V6 24V PDI DOHC Twin Turbo,Automatic,Agate Black Metallic,Black,None reported,49273.0,6.6,6.0,True,-1
Chevrolet,Suburban High Country,2021,23292.0,Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,10-Speed A/T,Brown,Black,None reported,73500.0,3.0,8.0,False,420
Chevrolet,Suburban 1500 LTZ,2010,162671.0,E85 Flex Fuel,320.0HP 5.3L 8 Cylinder Engine Flex Fuel Capability,A/T,Black,Black,None reported,12000.0,4.7,8.0,False,320
Land,Rover LR2 HSE,2010,100472.0,Gasoline,230.0HP 3.2L Straight 6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Gray,Beige,None reported,9975.0,5.4,6.0,False,230
Subaru,WRX Limited,2017,73120.0,Gasoline,268.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,CVT Transmission,White,Black,At least 1 accident or damage reported,19950.0,1.8,4.0,False,268
Ford,Expedition Timberline,2022,23300.0,Gasoline,440.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,Green,Green,None reported,67500.0,3.6,6.0,False,440
Honda,Clarity Plug-In Hybrid Base,2018,71000.0,Plug-In Hybrid,212.0HP 1.5L 4 Cylinder Engine Plug-In Electric/Gas,A/T,Red,Beige,At least 1 accident or damage reported,17500.0,2.0,4.0,False,212
RAM,3500 Laramie,2022,16648.0,Diesel,6.7L I6 24V DDI OHV Turbo Diesel,6-Speed Automatic,Flame Red Clearcoat,Black,None reported,70999.0,-1.0,-1.0,True,-1
Chevrolet,Silverado 2500 LT,2011,240000.0,Diesel,335.0HP 6.6L 8 Cylinder Engine Diesel Fuel,6-Speed A/T,White,Black,None reported,18500.0,5.4,8.0,False,335
Lexus,RX 450h Base,2013,119755.0,Hybrid,295.0HP 3.5L V6 Cylinder Engine Gas/Electric Hybrid,Transmission w/Dual Shift Mode,Silver,Black,None reported,19500.0,3.8,6.0,False,295
Mercedes-Benz,M-Class ML 350 4MATIC,2015,88000.0,E85 Flex Fuel,302.0HP 3.5L V6 Cylinder Engine Flex Fuel Capability,A/T,Silver,Gray,None reported,19500.0,5.7,6.0,False,302
BMW,X5 xDrive40i,2021,41000.0,Hybrid,335.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,8-Speed A/T,White,Black,None reported,50000.0,3.7,6.0,False,335
Chevrolet,Camaro 2SS,2022,7458.0,Gasoline,455.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Red,Black,None reported,47500.0,5.0,8.0,False,455
Jeep,Gladiator Sport S,2022,23000.0,Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,A/T,Green,Black,None reported,43000.0,3.5,6.0,False,285
Land,Rover Discovery LSE,1998,149437.0,Gasoline,182.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,A/T,Green,Beige,None reported,9995.0,5.7,8.0,False,182
Ford,F-250 XLT,2017,244000.0,Diesel,440.0HP 6.7L 8 Cylinder Engine Diesel Fuel,6-Speed A/T,Red,Beige,None reported,35500.0,6.2,8.0,False,440
RAM,1500 Rebel,2019,46000.0,Hybrid,305.0HP 3.6L V6 Cylinder Engine Gasoline/Mild Electric Hybrid,8-Speed A/T,White,–,None reported,37900.0,5.3,6.0,False,305
Audi,Q5 S line Premium Plus,2022,13133.0,Hybrid,2.0 Liter TFSI,Automatic,Silver,Black,None reported,42998.0,2.7,-1.0,False,-1
RAM,1500 SLT,2017,45000.0,Gasoline,395.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Gray,None reported,29999.0,2.0,8.0,False,395
Mazda,CX-30 Premium Package,2021,18385.0,Gasoline,2.5L I4 16V GDI DOHC,6-Speed Automatic,Soul Red Crystal Metallic,White / Brown,None reported,29255.0,3.6,-1.0,False,-1
BMW,840 Gran Coupe i xDrive,2020,25793.0,Gasoline,3.0L I6 24V GDI DOHC Turbo,8-Speed Automatic,Black Sapphire Metallic,Black,None reported,52999.0,3.5,-1.0,True,-1
Porsche,Boxster S,2005,44400.0,Gasoline,280.0HP 3.2L Flat 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Silver,Black,None reported,29800.0,6.2,6.0,False,280
Chevrolet,Malibu Limited LT,2016,104000.0,Gasoline,2.5L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,Silver,Gray,None reported,10500.0,2.0,4.0,False,-1
Cadillac,Escalade Premium Luxury,2023,600.0,Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,103000.0,2.4,8.0,False,420
MINI,Cooper S Base,2007,45000.0,Gasoline,172.0HP 1.6L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Yellow,Black,None reported,7900.0,6.2,4.0,False,172
Jeep,Gladiator Mojave,2022,24500.0,Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Blue,Black,None reported,64000.0,3.5,6.0,False,285
Buick,Encore GX Essence,2020,35569.0,Gasoline,1.3L I3 12V MPFI DOHC Turbo,Automatic CVT,Satin Steel Metallic,Ebony,None reported,21999.0,3.5,-1.0,True,-1
Toyota,Highlander XLE,2020,35000.0,Gasoline,295.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,None reported,36999.0,2.3,6.0,False,295
Acura,MDX Touring,2003,165000.0,Gasoline,260.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,At least 1 accident or damage reported,4000.0,3.0,6.0,False,260
Land,Rover Range Rover Sport SE MHEV,2021,15000.0,Hybrid,355.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,A/T,Black,Black,None reported,69000.0,2.0,6.0,False,355
BMW,535 i xDrive,2014,119750.0,Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Beige,None reported,15499.0,6.2,6.0,False,300
Nissan,350Z Touring,2007,90000.0,Gasoline,306.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,M/T,White,Green,At least 1 accident or damage reported,12000.0,3.0,6.0,False,306
Ford,Transit Connect XLT,2015,112000.0,Gasoline,169.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,A/T,White,Black,At least 1 accident or damage reported,14500.0,3.5,4.0,False,169
Mercedes-Benz,SL-Class SL550 Roadster,2008,150000.0,Gasoline,382.0HP 5.5L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Beige,None reported,16800.0,3.6,8.0,False,382
Porsche,911 Turbo S,2021,1912.0,Gasoline,640.0HP 3.8L Flat 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Silver,Black,None reported,240000.0,-1.0,6.0,False,640
Hyundai,Sonata Sport 2.0T,2015,82900.0,Gasoline,245.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Black,Black,At least 1 accident or damage reported,13995.0,3.8,4.0,False,245
Audi,TT 1.8T,2004,79500.0,Gasoline,180.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,None reported,12000.0,3.8,4.0,False,180
Volvo,XC90 T6 Inscription,2019,60000.0,Gasoline,316.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Black,None reported,37000.0,3.5,4.0,False,316
RAM,1500 Big Horn,2021,41800.0,Diesel,260.0HP 3.0L V6 Cylinder Engine Diesel Fuel,8-Speed A/T,White,Black,None reported,44900.0,1.4,6.0,False,260
Chevrolet,Tahoe LT,2021,71536.0,Gasoline,5.3L V8 16V GDI OHV,10-Speed Automatic,Black,Jet Black,None reported,49685.0,5.7,8.0,False,-1
Ford,Explorer XLT,2014,127558.0,Gasoline,3.5L V6 24V MPFI DOHC,6-Speed Automatic,Green,Charcoal Black,None reported,13715.0,6.2,6.0,False,-1
Chevrolet,Camaro 1SS,2017,39000.0,Gasoline,455.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Yellow,Black,None reported,31500.0,3.6,8.0,False,455
Ford,Bronco Big Bend Advanced,2023,11500.0,Gasoline,315.0HP 2.7L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,Gray,Black,None reported,54490.0,2.0,6.0,False,315
Chrysler,Pacifica Launch Edition,2020,22200.0,Gasoline,287.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,9-Speed A/T,Black,Black,None reported,36800.0,4.8,6.0,False,287
Lamborghini,Huracan LP580-2,2017,14586.0,Gasoline,"5.2L V-10 gasoline direct injection, DOHC, variable valve contro",Automatic,Blue Caelum,Nero Ade,None reported,209991.0,6.6,-1.0,False,-1
RAM,1500 Rebel,2021,32000.0,Hybrid,395.0HP 5.7L 8 Cylinder Engine Gasoline/Mild Electric Hybrid,8-Speed A/T,White,Black,None reported,50927.0,3.0,8.0,False,395
Toyota,86 Base,2020,14700.0,Gasoline,200.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,27350.0,3.0,4.0,False,200
BMW,X5 xDrive50i,2016,79995.0,Gasoline,445.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,None reported,23995.0,3.6,8.0,False,445
GMC,Yukon Denali,2018,76000.0,Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,44500.0,1.8,8.0,False,420
Honda,Accord EX-L,2014,62000.0,Gasoline,185.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,CVT Transmission,Gray,Black,At least 1 accident or damage reported,18987.0,3.0,4.0,False,185
Maserati,Ghibli S Q4,2017,53500.0,Gasoline,404.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Black,None reported,28700.0,3.0,6.0,False,404
BMW,435 i,2014,86500.0,Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,None reported,20900.0,2.0,6.0,False,300
Mercedes-Benz,GL-Class GL 450,2011,148000.0,Gasoline,335.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,At least 1 accident or damage reported,9900.0,2.4,8.0,False,335
GMC,Sierra 1500 SLE,2014,100080.0,E85 Flex Fuel,285.0HP 4.3L V6 Cylinder Engine Flex Fuel Capability,6-Speed A/T,White,Gray,None reported,22989.0,4.0,6.0,False,285
Dodge,Challenger SRT Demon,2018,2620.0,Gasoline,808.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,None reported,155700.0,4.6,8.0,False,808
BMW,X5 PHEV xDrive45e,2023,3099.0,Plug-In Hybrid,389.0HP 3.0L Straight 6 Cylinder Engine Plug-In Electric/Gas,8-Speed A/T,Black,Black,None reported,74995.0,5.0,6.0,False,389
Dodge,Durango R/T,2020,78000.0,Gasoline,360.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Red,At least 1 accident or damage reported,29500.0,6.4,8.0,False,360
Ferrari,488 Spider Base,2019,9005.0,Gasoline,3.9L V8 32V GDI DOHC Twin Turbo,7-Speed Automatic with Auto-Shift,White,–,None reported,319900.0,4.6,8.0,True,-1
Ford,Bronco Sport Big Bend,2022,16700.0,Gasoline,181.0HP 1.5L 3 Cylinder Engine Gasoline Fuel,8-Speed A/T,Blue,Black,None reported,31000.0,2.0,3.0,False,181
Honda,Civic LX,2015,51300.0,Gasoline,143.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,5-Speed M/T,Black,Black,None reported,17500.0,5.7,4.0,False,143
Ford,Shelby GT350 Base,2018,8237.0,Gasoline,526.0HP 5.2L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Gray,Black,None reported,62900.0,2.5,8.0,False,526
Volkswagen,Jetta S,2010,99000.0,Gasoline,170.0HP 2.5L 5 Cylinder Engine Gasoline Fuel,A/T,Gray,Black,At least 1 accident or damage reported,6000.0,5.5,5.0,False,170
Mazda,CX-5 Grand Touring,2021,62377.0,Gasoline,2.5L I4 16V,6-Speed Automatic,Jet Black Mica,Black,None reported,26288.0,2.5,-1.0,False,-1
Jeep,Wrangler Rubicon,2009,130000.0,Gasoline,202.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Gray,None reported,15500.0,3.6,6.0,False,202
Ford,F-250 XLT,2016,94300.0,E85 Flex Fuel,385.0HP 6.2L 8 Cylinder Engine Flex Fuel Capability,6-Speed A/T,Silver,Gray,At least 1 accident or damage reported,28999.0,3.6,8.0,False,385
BMW,528 i,2016,82000.0,Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,Silver,Black,At least 1 accident or damage reported,16995.0,3.7,4.0,False,240
Kia,Rio S,2021,67686.0,Gasoline,120.0HP 1.6L 4 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,None reported,15700.0,4.2,4.0,False,120
Jeep,Wrangler Sport,1997,131000.0,Gasoline,181.0HP 4.0L Straight 6 Cylinder Engine Gasoline Fuel,5-Speed M/T,Green,Gray,At least 1 accident or damage reported,5500.0,2.5,6.0,False,181
Ferrari,GTC4Lusso T,2018,31000.0,Gasoline,602.0HP 3.9L 8 Cylinder Engine Gasoline Fuel,A/T,White,Red,None reported,197499.0,3.5,8.0,False,602
BMW,X5 M50i,2021,28898.0,Gasoline,523.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Orange,None reported,71000.0,1.5,8.0,False,523
Mazda,MX-5 Miata RF Club,2022,7250.0,Gasoline,181.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Gray,Black,None reported,35619.0,2.9,4.0,False,181
Ford,F-250 XLT,2014,59459.0,Diesel,400.0HP 6.7L 8 Cylinder Engine Diesel Fuel,6-Speed A/T,Black,Silver,At least 1 accident or damage reported,40999.0,3.0,8.0,False,400
Jeep,Wrangler Sahara,2012,78000.0,Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,5-Speed A/T,Beige,Black,At least 1 accident or damage reported,22000.0,5.5,6.0,False,285
RAM,1500 Laramie,2021,24213.0,Gasoline,395.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Black,None reported,46500.0,2.5,8.0,False,395
RAM,1500 Laramie,2020,21165.0,Gasoline,5.7L V8 16V MPFI OHV,8-Speed Automatic,Bright White Clearcoat,Black,None reported,46105.0,2.1,8.0,False,-1
GMC,Yukon Denali,2016,107750.0,Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,None reported,35500.0,3.5,8.0,False,420
Ford,F-150 Lariat,2016,117000.0,Gasoline,365.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,26500.0,5.2,6.0,False,365
Chevrolet,Corvette Base,2006,39132.0,Gasoline,400.0HP 6.0L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Red,Beige,None reported,35000.0,3.6,8.0,False,400
BMW,Z4 2.5i,2004,94500.0,Gasoline,184.0HP 2.5L Straight 6 Cylinder Engine Gasoline Fuel,5-Speed M/T,Gray,Black,None reported,9000.0,2.5,6.0,False,184
Subaru,Crosstrek 2.0i Premium,2017,50011.0,Gasoline,148.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Red,Beige,At least 1 accident or damage reported,21495.0,3.8,4.0,False,148
Lexus,GX 470 Base,2004,215000.0,Gasoline,235.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,5-Speed A/T,White,Beige,At least 1 accident or damage reported,7350.0,2.0,8.0,False,235
RAM,1500 Laramie,2022,16616.0,Gasoline,5.7L V8 16V MPFI OHV,8-Speed Automatic,Diamond Black,Black,None reported,45999.0,3.6,8.0,False,-1
Ford,F-150 XLT,2022,33818.0,Gasoline,5.0L V8 32V PDI DOHC,Automatic,Agate Black Metallic,Black,None reported,46552.0,3.0,8.0,False,-1
Jeep,Wagoneer Series III,2022,9099.0,Gasoline,5.7L V8 16V MPFI OHV,8-Speed Automatic,Velvet Red Pearlcoat,Global Black,None reported,68362.0,4.7,8.0,False,-1
Volkswagen,GTI Base,2008,95798.0,Gasoline,200.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,White,Black,None reported,9850.0,6.0,4.0,False,200
Mercedes-Benz,AMG GLE AMG GLE 63 S-Model 4MATIC,2016,35943.0,Gasoline,577.0HP 5.5L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,White,None reported,51700.0,4.0,8.0,False,577
Mazda,Mazda6 iSport VE,2008,106000.0,Gasoline,156.0HP 2.3L 4 Cylinder Engine Gasoline Fuel,5-Speed A/T,Black,Beige,None reported,4300.0,1.8,4.0,False,156
Kia,Telluride EX X-Line,2023,10400.0,Gasoline,291.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Green,Green,None reported,48000.0,2.0,6.0,False,291
Chevrolet,Tahoe LT,2022,2894.0,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,10-Speed A/T,Blue,Beige,None reported,63900.0,3.3,8.0,False,355
Dodge,Durango GT,2022,15592.0,Gasoline,3.6L V6 24V MPFI DOHC,8-Speed Automatic,DB Black Clearcoat,Black,None reported,39985.0,4.3,6.0,False,-1
Mercedes-Benz,AMG C 63 Base,2020,33548.0,Gasoline,469.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,9-Speed A/T,Silver,Black,None reported,57999.0,3.5,8.0,False,469
BMW,320 i xDrive,2016,185000.0,Gasoline,180.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Beige,At least 1 accident or damage reported,7500.0,5.7,4.0,False,180
Porsche,Macan GTS,2023,6483.0,Gasoline,2.9L V6 24V GDI DOHC Twin Turbo,7-Speed Automatic with Auto-Shift,Chalk,Black,None reported,96900.0,1.6,6.0,True,-1
Honda,Pilot EX-L,2020,28886.0,Gasoline,3.5L V6 24V GDI SOHC,6-Speed Automatic,Gray,Gray,None reported,35645.0,4.0,6.0,False,-1
Mercedes-Benz,GLE 350 Base,2020,26293.0,Gasoline,2.0 Liter Turbo,Automatic,designo Diamond White Bright,Macchiato/Magmagrey,None reported,49998.0,5.0,-1.0,True,-1
Chevrolet,Camaro 2SS,2017,62000.0,Gasoline,455.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Blue,Black,None reported,34500.0,3.5,8.0,False,455
